,user_id,user_screen_name,user_name,words,personality_type
0,1608529580608065536,woncat_9,amara | ENHYPEN CB MAY 22,"['ˋˏ', 'day', '2', 'finding', 'interactive', 'moot', '𖤐', 'hihi', 'im', 'siana', 'sia', 'gt', 'lt', 'pronoun', 'istp', 'filo', 'ults']",ISTP
1,1592804631981064193,bookchildz,KALea flop era,"['heya', 'im', 'lei', 'im', 'new', 'amp', 'lookin', 'interactive', 'moot', 'study', 'rant', 'bud', 'ᴗ', 'cloud']",ISTP
2,1603402059826532353,rubyyske,☁️,"['still', 'dont', 'get', 'istp', 'yeah', 'test', 'many', 'time', 'already', 'loudly', 'cry', 'faceloudly', 'cry', 'faceloudly', 'cry', 'faceloudly', 'cry', 'face']",ISTP
3,1436980922411143174,k_i_o_m_i,ꕤ,"['𖥨', 'looking', 'interactive', 'moot', 'fandom', 'welcomed', 'chocolate', 'bar', 'ᵔ', 'ᵔ', 'atenjay', 'msian', 'sheher', 'hot', 'beverage', '07l', 'hot', 'beverage', 'istp', 'svt']",ISTP
4,1538355377405763584,bivaiueo,arIVA`⋆☎️,"['hi', 'im', 'new', 'amp', 'im', 'looking', 'study', 'buddy', 'person', 'fencing', 'cala', '08l', 'last', 'year', 'jhs', 'istp', 'gang', 'collision', 'yo']",ISTP
5,1466260479752359938,jonghomallow,sushi,"['hi', 'im', 'fia', 'im', 'looking', 'interactive', 'filoeng', 'moot', '୨୧', 'sheher', 'istp', 'minor', 'enhypensvtivele', 'sserafim', 'fa']",ISTP
6,1574414669128704000,prdxxwon,fia,"['hi', 'im', 'fia', 'im', 'looking', 'interactive', 'filoeng', 'moot', '୨୧', 'sheher', 'istp', 'minor', 'enhypensvtivele', 'sserafim']",ISTP
7,1658328706581155845,yriqzlx,~,"['hi', 'looking', '4', 'active', 'moot', 'yori', '06', 'istp', 'bit', 'new', 'blackpink', 'nw']",ISTP
8,934906195,cherriesbubble,cherries♡,"['hunter', 'used', 'istp', 'retaking', 'test', 'he', 'istj']",ISTP
9,1415358748235812872,monooir,keith,"['heyo', 'im', 'search', 'active', 'heliosr', 'moot', 'call', 'leo', '18', 'pronounces', 'istp', '2w3', 'november', 'sagittarius', 'wes']",ISTP
10,1644198428556296193,teddydinos,sha 𓆩♡𓆪,"['𖥨', 'looking', 'interactive', 'moot', 'fandom', 'welcomed', 'chocolate', 'bar', 'ᵔ', 'ᵔ', 'atenjay', 'msian', 'sheher', 'hot', 'beverage', '07l', 'hot', 'beverage', 'istp', 'svt']",ISTP
11,1565075837552148485,torohaka,JUN!OR 🍧,"['heyo', 'im', 'search', 'active', 'heliosr', 'moot', 'call', 'leo', '18', 'pronounces', 'istp', '2w3', 'november', 'sagittarius', 'wes']",ISTP
12,1458352862472261635,mossofsyaa,Asya dikejar pat🏃🏼‍♀️🏃🏼‍♀️🏃🏼‍♀️,"['hello', 'im', 'looking', 'new', 'moot', 'new', 'study', 'buddy', '౨ৎ', 'get', 'know', 'teddy', 'bear', 'u', 'call', 'sabrina', 'ballet', 'shoe', '06l', 'sh']",ISTP
13,1640730154711515142,tinkyiebell,ciya,"['hello', 'im', 'looking', 'new', 'moot', 'new', 'study', 'buddy', '౨ৎ', 'get', 'know', 'teddy', 'bear', 'u', 'call', 'sabrina', 'ballet', 'shoe', '06l', 'sh']",ISTP
