,user_id,user_screen_name,user_name,words,personality_type
0,1434120711325421572,kochiyoooo,Chiyo,"['add', 'mbti', 'put', '4', 'character', 'type', 'esfj', 'victory', 'handvictory', 'handvictory', 'hand']",ESFJ
1,1627993998303576064,ziyyasalss,Ȥყαɳσʂυƙҽ,"['add', 'mbti', 'put', '4', 'character', 'type', 'esfj']",ESFJ
2,1652910555206909953,xeiiliann,xei • i love hua cheng,"['new', 'finding', 'moot', 'moon', 'hehim', '15', 'esfj', 'himeko', 'main', 'moot']",ESFJ
3,1498524995198554115,utotnapwet,toti marie tess,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
4,1650446021347119104,chvlree,r . ia,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
5,867601724277612544,_axeru,ax,"['went', 'iesfj', 'enfp', 'explain']",ESFJ
6,1657777953047220229,znxyne,yana🎧,"['hi', 'gabsherb', 'new', 'im', 'redoing', 'intro', 'hehe', 'still', 'lf', 'mootsbffs', '14', 'esfj', 'incoming', 'gr11']",ESFJ
7,1522971466731507714,mfairlysun,َ,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
8,1492233739723751429,shijo_xie,Yeo ♡ IFB!,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
9,1650317536603566081,omg_kuki1sol,Kuki | Hiatus (?),"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
10,1458353381957718024,ThinkAbtCele,; Celestine,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
11,783141112428924928,l4ncehc,lance,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
12,1451217085292589064,bbrownieboyy,lix🐣🐻 | ★★★★★,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
13,1414394740762550278,namjoonhcrts,ember 🍓 / D-12 UNTIL BDAY!!,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
14,1653490770899521537,iheartkyuuu,zowy ♡'s zhang hao | 📍pinned tweet!,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
15,1381539504712912896,chanheesredhair,sha | ia studying for exams📚,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
16,1406570740309135360,beomuii,stel,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
17,1652839709130002433,wyattatops,wyatt 📌,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
18,1463152337539633152,svtinluvv,ੈEJ˳| YOSHI DAY | HELP BOOST PINNED 📌,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
19,1636023197496750082,cup11dxx,☾ | 새별,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
20,1589239527167885312,sashimailz,sashi 𖦹,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
21,1573522229648039936,accnikumi,kumi,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
22,1639843071121854464,rozuyarozu,Rozu ろずや。,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
23,1648878835163713536,swayxoxo_,sway twt ☆彡♡︎ミ★,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
24,1572552750625615879,lionchica,ًikay is ia • DARK BLOOD AND WARRIOR ARE COMING,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
25,1412639269844250626,luvin_ksw,celine ; slightly sick,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
26,1546387984983138304,_th4na,thangina - ★ HAPPY 1K !!,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
27,1223891093781008386,mahaespresso,𖤐,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
28,1652924236699414528,zllevy,ziel,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
29,1466260479752359938,jonghomallow,sushi,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
30,1323288919937445888,buhearin,່ ysa ᶻ 𝗓 𐰁 | haerin day !! 🎂,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot', 'new']",ESFJ
31,1650168941443170305,kyefcxs,kye,"['restarting', 'helloo', 'im', 'kye', 'minor', 'filo', 'esfj', 'im', 'looking', 'filo', 'interactive', 'moot']",ESFJ
32,1149537336822308864,TwicesRug,dayoung’s main rug 🫡,"['seola', 'mbti', 'text', 'like', 'mean', 'esfj', 'loudly', 'cry', 'face']",ESFJ
33,1042129233789771776,SEOLEUNS,anna,"['esfj', 'pic', 'cause', 'know', 'seola']",ESFJ
34,994132473071087616,floweroadzip,haerin day 🩷,"['soccer', 'ball', 'op', 'said', 'jaehyuns', 'mbti', 'esfj']",ESFJ
35,1323489905117433856,izooleo,~ vik,"['add', 'mbti', 'put', 'four', 'character', 'mbti', 'esfj', 'nation', 'baby']",ESFJ
36,399625694,notsosimpleplan,Em !!,"['add', 'mbti', 'put', '4', 'character', 'mbti', 'esfj']",ESFJ
37,1183919233757077505,giomounoir,giovanna !! 🩷,"['add', 'ur', 'mbti', 'put', '4', 'character', 'mbti', 'esfj', 'sorrisinho', 'growing', 'heartgrowing', 'heartgrowing', 'heartgrowing', 'heart']",ESFJ
38,1349727817152536576,cherrydalbit,asta 🔭,"['add', 'mbti', '4', 'character', 'mbti', 'esfj']",ESFJ
39,1312430921342214144,danhengluvr,ayjay,"['new', 'finding', 'moot', 'moon', 'hehim', '15', 'esfj', 'himeko', 'main', 'moot']",ESFJ
40,1011363234618671104,abby_esfj,bubble_tea_lover🧋,"['plot', 'structure', 'chosen', 'netflix', 'beautiful', 'need', 'get', 'back', 'bible', 'seriously', 'folded', 'hand', 'mediumdark', 'skin', 'tone']",ESFJ
41,1091956924931809280,changszik,BTOB🍀WindandWish🍀,"['realized', 'eunkwang', 'vanners', 'leader', 'taehwan', 'got', 'mbti', 'esfj', 'caregiver', 'personality']",ESFJ
42,16473740,RogerBrunke,Rogzilla,"['three', 'word', 'hmmmoptimistic', 'driven', 'loyal', 'going', 'put', 'myers', 'briggs']",ESFJ
43,980628039963947008,brzie_,Ivy🌱,"['4', 'character', 'mbti', '3', 'im', 'esfj']",ESFJ
44,1174100118984962054,munchiloid,Bea ♡ @TFM arc,"['add', 'ur', 'mbti', 'put', '4', 'character', 'mbti', 'esfj']",ESFJ
45,2675724155,ralex_015,demi lomezclo🧋,"['add', 'mbti', '4', 'character', 'type', 'esfj']",ESFJ
46,1592161018901299209,shidouvascaino,thiago. ⚣︎,"['add', 'ur', 'mbti', 'put', '4', 'character', 'mbti', 'esfj']",ESFJ
47,1538192343517515776,yvnqings,vio,"['add', 'mbti', '4', 'character', 'type', 'esfj', 'flexed', 'biceps', 'light', 'skin', 'tone']",ESFJ
48,1552994272269312002,vileoria,ハン.,"['youre', 'embodiment', 'esfj']",ESFJ
49,1371204912667791363,zhonglively,َjejew baca au (45/90),"['wonder', 'mbti', 'isfp', 'isfj', 'esfj']",ESFJ
50,3624755295,Amy_Zoeh,𝒜𝓂𝓎 🌸 🗡 | 📖 Lore Olympus/Abaixo de Zero,"['add', 'mbti', 'put', '4', 'character', 'mbti', 'esfj', 'eu', 'gabo', 'muito', 'por', 'isso', 'kkk']",ESFJ
51,1522451580523401216,dalsoyves,Yves Montrese,"['need', 'find', 'esfj', 'recruit', 'friend', 'grp']",ESFJ
52,1297394482980089857,SourabhStephen,stephen | stephenwolf.bnb | Suiswap .bit 🐐 🌊📘⚪⚫,"['artist', 'palette', 'gabby', 'reveal', '5', 'raise', 'ai', 'artist', 'palette', 'heart', 'gold', 'passion', 'serving', 'others', 'nurturing']",ESFJ
53,1427642383383019537,Hameedmoyal1,"Hameedmoyal.| Fuelet Free, Own🧟‍♂️","['artist', 'palette', 'gabby', 'reveal', '5', 'raise', 'ai', 'artist', 'palette', 'heart', 'gold', 'passion', 'serving', 'others', 'nurturing']",ESFJ
54,718660490,erinleedev,ed,"['need', 'taylor', 'swift', 'get', 'married', 'desperately', 'need', 'know', 'sagittariusenneagram', '3esfj', 'myersbrigg']",ESFJ
55,729645379,ScullySattler,✨Scul-Lee✨,"['add', 'mtbi', 'put', '4', 'character', 'mtbi', 'sparkle', 'esfj', 'sparkle']",ESFJ
56,1512234059610877955,nevernotscara,lee ☄,"['new', 'finding', 'moot', 'moon', 'hehim', '15', 'esfj', 'himeko', 'main', 'moot']",ESFJ
57,1326163355363651584,casncoffee,𓆩 jules 𓆪,"['add', 'mbti', 'put', '4', 'character', 'mbti', 'esfj']",ESFJ
58,1226659925318914049,reputari,lincey 💜,"['add', 'mbti', 'put', '4', 'character', 'mbti', 'esfj']",ESFJ
59,1276417042925514752,killsoggyfries,tachi haikaveh brainrot,"['new', 'finding', 'moot', 'moon', 'hehim', '15', 'esfj', 'himeko', 'main', 'moot']",ESFJ
60,1651976399002152960,or_katrina0698,Katrina 🫶🏼 — 53/75 📚,"['hi', 'gabsherb', 'new', 'im', 'redoing', 'intro', 'hehe', 'still', 'lf', 'mootsbffs', '14', 'esfj', 'incoming', 'gr11']",ESFJ
61,1475767444375425027,CEOofSam_,Sam💕,"['new', 'finding', 'moot', 'moon', 'hehim', '15', 'esfj', 'himeko', 'main', 'moot']",ESFJ
62,1645073137078521856,NightcordATAmia,────ᅠ 𝘼𝙉𝙄𝙈𝘼𝙏𝙊𝙍 ᅠ 2͟5͟:0͟0͟,"['portrayal', 'mizuki', 'akiyama', 'project', 'sekai', 'colorful', 'stage', '17', 'year', 'old', 'pa']",ESFJ
63,3910687157,jessicabiatiz,𝙅𝙚𝙨𝙨𝙞𝙘𝙖 𝘽.,"['add', 'mbti', 'put', '4', 'character', 'mbti', 'esfj']",ESFJ
64,3970089372,MegumiBandicot,Megumi Bandicoot,"['new', 'finding', 'moot', 'moon', 'hehim', '15', 'esfj', 'himeko', 'main', 'moot']",ESFJ
65,1612034995329331201,_pagaral,sherb!,"['hi', 'gabsherb', 'new', 'im', 'redoing', 'intro', 'hehe', 'still', 'lf', 'mootsbffs', '14', 'esfj', 'inco']",ESFJ
66,1430611223280816131,Vityokboyc,Vityok,"['artist', 'palette', 'gabby', 'reveal', '5', 'raise', 'ai', 'artist', 'palette', 'heart', 'gold', 'passion', 'serving', 'others', 'nurturing']",ESFJ
67,1164319578572279808,zorofkr,san,"['like', 'esfj', 'mbti', 'something']",ESFJ
68,1657282135902887936,ilyd4rlin,🌴 oli,"['new', 'finding', 'moot', 'moon', 'hehim', '15', 'esfj', 'himeko', 'main', 'moot']",ESFJ
69,1654850326380548096,y2kaelus,jerry,"['new', '2', 'finding', 'moot', 'ace', 'hehim', 'demiboy', '14', 'esfj', 'future', 'gepard', 'main', 'moot']",ESFJ
70,1154488097180020737,mskchu,mao 💞💥,"['new', 'finding', 'moot', 'moon', 'hehim', '15', 'esfj', 'himeko', 'main', 'moot']",ESFJ
71,980961693139218432,xientific,Jesse,"['mine', 'estp', 'closest', 'friend', 'infp', 'intp', 'isfp', 'esfj']",ESFJ
72,1654850326380548096,y2kaelus,jerry,"['new', 'finding', 'moot', 'moon', 'hehim', '15', 'esfj', 'himeko', 'main', 'moot']",ESFJ
73,1347129794727530497,pinkopuppo,Pib/Jack 🩷✨ | COMMS: Closed,"['new', 'finding', 'moot', 'moon', 'hehim', '15', 'esfj', 'himeko', 'main', 'moot']",ESFJ
74,1551984102160494592,Capitanussy,✨Capi ✨ 🌱🏛️ brainrot,"['kaveh', 'esfj', 'like', 'thoma']",ESFJ
75,1058054754167808000,rayleennisa,Shininglynx • 마미차,"['wow', 'rare', 'find', 'esfj', 'app', 'nice', 'know', 'two', 'face', 'blowing', 'kissred', 'heart']",ESFJ
76,1226342981143166978,Jiing81,JJ~*,"['im', 'esfj', 'toosis', 'esfjs', 'natural', 'partner', 'isfp', 'infp', 'woww', 'glad', 'see', 'u', 'face', 'blowing', 'kiss']",ESFJ
77,1649736628389433344,SHYDEURIN9,khrish💙,"['ﾟﾟ', 'hey', 'guy', 'name', 'shio', 'im', 'new', 'looking', 'moot', 'gtlt', 'sheher', '08', 'filo', 'ste', 'stu']",ESFJ
78,1309543228375531520,gotblacklung,𓅰 morgan 💫,"['add', 'mbti', 'put', '4', 'character', 'mbti', 'esfj']",ESFJ
79,1655887440345972737,bldheng,gio,"['new', 'finding', 'moot', 'moon', 'hehim', '15', 'esfj', 'himeko', 'main', 'moot']",ESFJ
80,1654790376593473546,SweetMoonlily,Moonlight♪,"['new', 'finding', 'moot', 'moon', 'hehim', '15', 'esfj', 'himeko', 'main', 'moot']",ESFJ
81,1058054754167808000,rayleennisa,Shininglynx • 마미차,"['maybeee', 'rolling', 'floor', 'laughingrolling', 'floor', 'laughingrolling', 'floor', 'laughing', 'im', 'usually', 'esfj', 'got', 'enfp', 'mbti', 'sticker', 'guess', 'relate', 'hahahaha']",ESFJ
